case_id,split,bm25_top1_score,bm25_top1_top2_margin,bm25_top3_min,bm25_top10_min,bm25_top3_mean,bm25_top10_mean,bm25_top10_norm_entropy,bm25_concentration_top1,bm25_concentration_herfindahl,bm25_relthresh_count,bm25_elbow_k,bm25_zero_count,bm25_positive_count,bm25_nonzero_frac,bm25_score_range,bm25_top10_skew,disagree_jaccard_graph_k3,disagree_jaccard_graph_k5,disagree_jaccard_graph_k10,disagree_jaccard_pt_k3,disagree_jaccard_pt_k5,disagree_jaccard_pt_k10,disagree_jaccard_hy_k3,disagree_jaccard_hy_k5,disagree_jaccard_hy_k10,disagree_graph_omitted_k3,disagree_graph_omitted_k5,disagree_graph_omitted_k10,disagree_pt_omitted_k3,disagree_pt_omitted_k5,disagree_pt_omitted_k10,disagree_hy_omitted_k3,disagree_hy_omitted_k5,disagree_hy_omitted_k10,disagree_overlap_graph_k3,disagree_overlap_graph_k5,disagree_overlap_graph_k10,disagree_alt_share_of_p1_k3,disagree_alt_share_of_p1_k5,disagree_alt_share_of_p1_k10,disagree_max_bm25_omitted_graph_k3,disagree_max_bm25_omitted_graph_k5,disagree_max_bm25_omitted_graph_k10,disagree_max_bm25_omitted_pt_k3,disagree_max_bm25_omitted_pt_k5,disagree_max_bm25_omitted_pt_k10,disagree_graph_max_bm25_rank_k3,disagree_graph_max_bm25_rank_k5,disagree_graph_max_bm25_rank_k10,disagree_pt_max_bm25_rank_k3,disagree_pt_max_bm25_rank_k5,disagree_pt_max_bm25_rank_k10,graph_seed_count,graph_seed_eligible,graph_1hop_frontier_size,graph_2hop_frontier_size,graph_edge_count,graph_cross_module_edges,graph_density,graph_conn_components,graph_avg_degree,graph_isolated_count,graph_candidate_expansion_ratio,graph_p1_min_dist_seeds,graph_p1_mean_dist_seeds,graph_p1_reachable_frac,intent_char_len,intent_token_count,intent_set_size,intent_hit_frac,intent_identifier_like_count,candidate_path_token_count,candidate_token_vocab_size,n_modules,module_breadth,median_candidate_loc,median_candidate_import_count,candidate_class_count_total,candidate_function_count_total,n_candidates,fp_density_k3,fp_density_k5,fp_density_k10,fp_regenerate_count,fp_validate_count,fp_human_review_count,fp_preserve_count,fp_action_entropy,fp_mean_confidence,fp_serialized_decision_count,fp_mean_completion_tokens,sparse_bm25_jaccard_k3,sparse_bm25_jaccard_k5,sparse_bm25_jaccard_k10,sparse_bm25_omitted_k3,sparse_bm25_omitted_k5,sparse_bm25_omitted_k10,has_fn,fn_count,fn_rate,severity,proxy_size
djangocms-rc-3f8fcb5fb63b,TRAIN,11.761697745801253,3.4742362467928274,7.421336009871326,5.202578697051228,9.156831751560334,7.074018429585299,0.9868822660727731,0.16626614508962712,0.02029195759340817,58.0,143.0,8.0,136.0,0.9444444444444444,11.761697745801253,0.5576677100966594,0.2,0.42857142857142855,0.42857142857142855,0.2,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,0.3333333333333333,0.6,0.6,3.94968350677109,3.94968350677109,5.023287047450867,3.94968350677109,3.94968350677109,5.023287047450867,23.0,23.0,23.0,23.0,23.0,23.0,136.0,1.0,5.0,0.0,557.0,17.0,0.054098679098679096,13.0,7.736111111111111,12.0,0.9791666666666666,0,0.0,1.0,229.0,24.0,23.0,0.391304347826087,9.0,104.0,446.0,2.0,0.013888888888888888,87.0,6.0,259.0,356.0,144.0,0.020833333333333332,0.034722222222222224,0.06944444444444445,1.6666666666666667,0.6666666666666666,0.0,141.66666666666666,0.09947633922724088,0.9125,2.3333333333333335,328.0,0.27777777777777773,0.17777777777777778,0.09393939393939395,2.0,4.0,9.0,0,0,0.0,none,1
djangocms-rc-47b63015feb1,VALIDATION,9.215100495667729,1.7937644857964026,6.210863906661657,5.526563174055561,7.615766804066904,6.354077342690688,0.994221441125736,0.1450265711082062,0.02346614780393158,48.0,143.0,9.0,135.0,0.9375,9.215100495667729,0.4002709816725547,0.2,0.25,0.5384615384615384,0.2,0.25,0.5384615384615384,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,0.3333333333333333,0.4,0.7,5.768397865674298,5.768397865674298,4.941051343325607,5.768397865674298,5.768397865674298,4.941051343325607,9.0,9.0,27.0,9.0,9.0,27.0,135.0,1.0,4.0,2.0,556.0,17.0,0.054001554001554,13.0,7.722222222222222,12.0,0.9652777777777778,0,0.0,1.0,270.0,30.0,25.0,0.36,9.0,104.0,446.0,2.0,0.013888888888888888,87.0,6.0,259.0,356.0,144.0,0.020833333333333332,0.034722222222222224,0.06944444444444445,1.0,0.0,0.0,143.0,0.059774993391550624,0.9499999999999998,1.0,138.0,0.0,0.20000000000000004,0.10000000000000002,3.0,4.0,9.0,1,1,0.5,complete,2
djangocms-rc-497c3c67e813,TRAIN,7.838426042853015,0.8460397608900188,6.773495696531517,4.667273164418417,7.201436007115842,5.996462820690687,0.9943298631785809,0.1307174959178712,0.023780651051835265,48.0,139.0,7.0,133.0,0.95,7.838426042853015,0.40456500592054667,0.2,0.42857142857142855,0.5384615384615384,0.2,0.42857142857142855,0.5384615384615384,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,7.0,0.3333333333333333,0.6,0.7,6.643715454602077,5.517188812981313,2.3503351493368494,6.643715454602077,5.517188812981313,2.3503351493368494,10.0,10.0,29.0,10.0,10.0,29.0,133.0,1.0,2.0,2.0,526.0,14.0,0.05405960945529291,13.0,7.514285714285714,12.0,0.9642857142857143,0,0.0,1.0,247.0,33.0,22.0,0.3181818181818182,7.0,101.0,434.0,2.0,0.014285714285714285,84.0,6.0,248.0,338.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,2.0,1.6666666666666667,0.0,136.33333333333334,0.12630399306119347,0.875,3.6666666666666665,572.0,0.0,0.0,0.0,3.0,5.0,10.0,0,0,0.0,none,1
djangocms-rc-4b8089b8b686,TRAIN,3.6977174726008837,0.7696503514660491,1.9743805443758378,0.0,2.866721712703852,1.0370981865065498,0.9683044205675048,0.35654458957802165,0.2722332334275485,4.0,147.0,144.0,4.0,0.02702702702702703,3.6977174726008837,1.0,1.0,1.0,0.5384615384615384,1.0,1.0,1.0,1.0,1.0,0.5384615384615384,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,22.0,3.0,5.0,10.0,4.0,1.0,38.0,80.0,550.0,18.0,0.05056076484647913,14.0,7.4324324324324325,13.0,0.28378378378378377,0,0.9,1.0,68.0,8.0,8.0,0.25,2.0,103.0,410.0,2.0,0.013513513513513514,76.0,6.0,230.0,316.0,148.0,0.02027027027027027,0.033783783783783786,0.06756756756756757,1.6666666666666667,1.3333333333333333,0.0,145.0,0.10193897950113069,0.8777777777777778,3.0,511.3333333333333,0.0,0.0,0.09393939393939395,3.0,5.0,9.0,1,3,1.0,complete,3
djangocms-rc-5ff38b521274,TRAIN,10.975753200431164,1.4300219371252787,9.166583191243738,4.908245109044142,9.896022551660263,7.5607855939932875,0.9856620745932583,0.14516683569430824,0.048173659808370684,26.0,139.0,113.0,27.0,0.19285714285714287,10.975753200431164,0.5528101789997129,0.5,0.25,0.42857142857142855,0.5,0.25,0.42857142857142855,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,0.6666666666666666,0.4,0.6,1.684239947470605,7.165817589951218,4.837028141916834,1.684239947470605,7.165817589951218,4.837028141916834,25.0,25.0,25.0,25.0,25.0,25.0,27.0,1.0,64.0,35.0,526.0,14.0,0.05405960945529291,13.0,7.514285714285714,12.0,0.65,0,0.0,1.0,259.0,28.0,21.0,0.42857142857142855,9.0,101.0,434.0,2.0,0.014285714285714285,79.0,6.0,248.0,337.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,4.0,0.0,0.0,136.0,0.18717625687320819,0.8874999999999998,4.0,628.0,0.4000000000000001,0.2857142857142857,0.16666666666666666,1.0,3.0,8.0,1,1,0.5,complete,2
djangocms-rc-807a87b1de71,TRAIN,9.114854788101244,1.500949944406802,7.277072069381294,4.129275091944045,8.001943900392327,5.709243293805359,0.9824081886584057,0.1596508384568414,0.03937629614560777,25.0,139.0,10.0,130.0,0.9285714285714286,9.114854788101244,0.546973025030031,0.2,0.42857142857142855,0.42857142857142855,0.2,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,0.3333333333333333,0.6,0.6,6.287283508823041,3.9739288396742536,3.9739288396742536,6.287283508823041,3.9739288396742536,3.9739288396742536,13.0,16.0,21.0,13.0,16.0,21.0,130.0,1.0,4.0,3.0,536.0,15.0,0.05508735868448099,13.0,7.6571428571428575,12.0,0.9571428571428572,0,0.0,1.0,204.0,21.0,18.0,0.3888888888888889,7.0,100.0,437.0,2.0,0.014285714285714285,87.0,6.0,262.0,336.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,5.666666666666667,0.6666666666666666,0.0,133.66666666666666,0.21908489303133058,0.8454074074074075,6.333333333333333,893.0,0.3333333333333333,0.28138528138528135,0.4205128205128205,1.0,2.6666666666666665,5.333333333333333,1,5,0.7142857142857143,complete,7
djangocms-rc-9e508ff1c41e,TRAIN,8.170968789929464,0.2170622389902066,7.510820775858777,5.646169897694069,7.878565372242501,6.6523325212938476,0.9958004827719951,0.12282862836117292,0.02199634595190193,48.0,147.0,8.0,140.0,0.9459459459459459,8.170968789929464,0.3089962716963444,0.2,0.1111111111111111,0.3333333333333333,0.2,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,2.0,4.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,0.3333333333333333,0.2,0.5,5.676406765760823,5.676406765760823,4.446952149219265,5.676406765760823,5.676406765760823,4.446952149219265,35.0,35.0,36.0,35.0,35.0,36.0,140.0,1.0,3.0,2.0,550.0,18.0,0.05056076484647913,14.0,7.4324324324324325,13.0,0.9662162162162162,0,0.0,1.0,369.0,43.0,21.0,0.6666666666666666,14.0,103.0,411.0,2.0,0.013513513513513514,80.0,6.0,230.0,317.0,148.0,0.02027027027027027,0.033783783783783786,0.06756756756756757,2.0,2.0,0.0,144.0,0.1301501416352058,0.8083333333333332,4.0,590.0,0.6666666666666666,0.4000000000000001,0.20000000000000004,1.0,3.0,8.0,1,1,0.5,complete,2
djangocms-rc-a1ac04d3f817,TRAIN,4.060880019962305,1.6682934928053692,0.0,0.0,2.1511555157064133,0.645346654711924,0.9512419418482249,0.62925560864262,0.5334140247311483,2.0,139.0,138.0,2.0,0.014285714285714285,4.060880019962305,1.0,1.0,0.6666666666666666,0.5384615384615384,1.0,1.0,1.0,1.0,0.6666666666666666,0.5384615384615384,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,7.0,1.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,3.0,5.0,10.0,2.0,1.0,40.0,67.0,531.0,14.0,0.05457348406988695,14.0,7.585714285714285,13.0,0.3,0,1.2,1.0,40.0,4.0,4.0,0.5,2.0,101.0,424.0,2.0,0.014285714285714285,80.0,6.0,247.0,333.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,3.0,0.6666666666666666,0.0,136.33333333333334,0.13241876326282512,0.8858333333333334,3.6666666666666665,528.3333333333334,0.05555555555555555,0.041666666666666664,0.025641025641025644,2.6666666666666665,4.666666666666667,9.666666666666666,1,1,0.5,complete,2
djangocms-rc-a7df58dc5ff3,TRAIN,4.20662266601548,0.9908032353699432,2.885487627424853,0.0,3.43597657469529,1.2861963016216726,0.9871065230668932,0.3270591480252005,0.2592411881547447,4.0,139.0,136.0,4.0,0.02857142857142857,4.20662266601548,1.0,0.5,1.0,0.8181818181818182,0.5,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,0.6666666666666666,1.0,0.9,2.5540332921308564,0.0,0.0,2.5540332921308564,0.0,0.0,4.0,5.0,13.0,4.0,5.0,10.0,4.0,1.0,48.0,61.0,533.0,14.0,0.05477903391572456,14.0,7.614285714285714,13.0,0.37142857142857144,0,0.7,1.0,28.0,4.0,4.0,0.5,2.0,101.0,424.0,2.0,0.014285714285714285,80.0,6.0,247.0,333.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,140.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,5.0,10.0,1,1,1.0,complete,1
djangocms-rc-a9e2a8d3b7a6,VALIDATION,7.7717791158485,1.9230824012820262,4.705273149258318,3.4194543823676327,6.108582993224431,4.532009218060187,0.9850839696460477,0.17148639250065373,0.041240313937583484,23.0,147.0,9.0,139.0,0.9391891891891891,7.7717791158485,0.5600165249943151,0.5,0.6666666666666666,0.42857142857142855,0.5,0.6666666666666666,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,0.6666666666666666,0.8,0.6,4.211772817383223,3.4194543823676327,2.8645890440743615,4.211772817383223,3.4194543823676327,2.8645890440743615,4.0,10.0,22.0,4.0,10.0,22.0,139.0,1.0,3.0,3.0,550.0,18.0,0.05056076484647913,14.0,7.4324324324324325,13.0,0.9594594594594594,0,0.0,1.0,50.0,7.0,6.0,0.8333333333333334,5.0,103.0,410.0,2.0,0.013513513513513514,76.0,6.0,230.0,316.0,148.0,0.02027027027027027,0.033783783783783786,0.06756756756756757,1.0,1.6666666666666667,0.0,145.33333333333334,0.09576615397433029,0.8847222222222221,2.6666666666666665,436.0,0.2222222222222222,0.13333333333333333,0.10000000000000002,2.3333333333333335,4.333333333333333,9.0,1,2,0.6666666666666666,complete,3
djangocms-rc-ac74c212719f,TRAIN,6.234030425178372,0.4428278830322858,5.695682122002158,4.018543295814409,5.906971696442206,5.196376408172629,0.9965308974528674,0.11996880009257542,0.01877420162385378,63.0,139.0,77.0,63.0,0.45,6.234030425178372,0.355385998826044,0.2,0.25,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,0.3333333333333333,0.4,0.5,5.634720469671562,3.6870509820542052,3.6870509820542052,5.634720469671562,3.6870509820542052,3.6870509820542052,17.0,22.0,56.0,17.0,22.0,56.0,63.0,1.0,53.0,14.0,536.0,15.0,0.05508735868448099,13.0,7.6571428571428575,12.0,0.8285714285714286,0,0.0,1.0,70.0,7.0,7.0,0.5714285714285714,4.0,100.0,437.0,2.0,0.014285714285714285,87.0,6.0,262.0,336.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,1.6666666666666667,1.6666666666666667,0.0,136.66666666666666,0.11648635211118996,0.8838888888888888,3.3333333333333335,556.6666666666666,0.16666666666666666,0.1111111111111111,0.16666666666666666,2.3333333333333335,4.333333333333333,8.333333333333334,1,2,1.0,complete,2
djangocms-rc-ada585d3f358,TRAIN,7.921497926870093,1.2450624909182828,6.407685891902222,4.0742159991350615,7.001873084908041,5.1967618382523995,0.9876512216991911,0.15243142120851907,0.022383565667120957,47.0,143.0,8.0,136.0,0.9444444444444444,7.921497926870093,0.48567606319568307,0.2,0.25,0.1111111111111111,0.2,0.25,0.1111111111111111,1.0,1.0,1.0,2.0,3.0,8.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,0.3333333333333333,0.4,0.2,4.613277019602309,4.028215031733466,4.028215031733466,4.613277019602309,4.028215031733466,4.028215031733466,46.0,46.0,46.0,46.0,46.0,46.0,136.0,1.0,3.0,2.0,564.0,17.0,0.054778554778554776,13.0,7.833333333333333,12.0,0.9652777777777778,0,0.0,1.0,185.0,21.0,19.0,0.5263157894736842,10.0,104.0,451.0,2.0,0.013888888888888888,89.0,6.0,262.0,363.0,144.0,0.020833333333333332,0.034722222222222224,0.06944444444444445,1.6666666666666667,1.0,0.0,141.33333333333334,0.10469409833559161,0.8916666666666667,2.6666666666666665,446.3333333333333,0.0,0.0,0.16666666666666666,3.0,5.0,8.333333333333334,1,1,1.0,complete,1
djangocms-rc-c02308fc5261,TRAIN,9.518683500767306,0.1959968124778797,5.773463395552398,2.6535830023503415,8.204944528203043,5.391160604447499,0.9617954963188894,0.17656093370534648,0.07334036609822954,12.0,139.0,9.0,131.0,0.9357142857142857,9.518683500767306,0.7212237383314158,0.5,0.42857142857142855,0.8181818181818182,0.5,0.42857142857142855,0.8181818181818182,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,9.0,0.6666666666666666,0.6,0.9,5.119819921472736,5.119819921472736,1.418036542450052,5.119819921472736,5.119819921472736,1.418036542450052,6.0,12.0,12.0,6.0,12.0,12.0,131.0,1.0,3.0,3.0,534.0,14.0,0.054881808838643374,14.0,7.628571428571429,13.0,0.9571428571428572,0,0.0,1.0,144.0,21.0,18.0,0.3333333333333333,6.0,101.0,424.0,2.0,0.014285714285714285,80.0,6.0,247.0,334.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,2.3333333333333335,1.6666666666666667,0.0,136.0,0.1349876316642585,0.8624999999999999,4.0,540.0,0.611111111111111,0.37777777777777777,0.19393939393939394,1.0,3.0,8.0,1,1,0.3333333333333333,partial,3
djangocms-rc-ca16415b1022,TRAIN,7.481478453024584,1.2200655459937773,6.044806572164161,3.276716152069937,6.59589931073985,5.128990882605136,0.9890205318187313,0.1458664798644478,0.032171800317014124,41.0,139.0,99.0,41.0,0.29285714285714287,7.481478453024584,0.5620229112943259,0.2,0.25,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,0.3333333333333333,0.4,0.5,4.244512308243011,4.244512308243011,2.9122056200481277,4.244512308243011,4.244512308243011,2.9122056200481277,29.0,29.0,29.0,29.0,29.0,29.0,41.0,1.0,53.0,30.0,533.0,14.0,0.05477903391572456,14.0,7.614285714285714,13.0,0.6714285714285714,0,0.0,1.0,45.0,4.0,4.0,1.0,4.0,101.0,423.0,2.0,0.014285714285714285,80.0,6.0,247.0,332.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,2.6666666666666665,1.6666666666666667,0.0,135.66666666666666,0.14291891185895314,0.89,4.333333333333333,606.6666666666666,0.5777777777777778,0.36190476190476195,0.18888888888888888,1.0,3.0,8.0,1,2,1.0,complete,2
djangocms-rc-d88932559b00,TRAIN,5.120568793427903,2.7201579406259873,1.6300067349149525,0.0,3.050328793714924,0.9150986381144772,0.8949699609911203,0.5595646829918383,0.41364808642086465,3.0,139.0,137.0,3.0,0.02142857142857143,5.120568793427903,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,6.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,22.0,3.0,5.0,10.0,3.0,1.0,26.0,80.0,534.0,14.0,0.054881808838643374,14.0,7.628571428571429,13.0,0.20714285714285716,0,1.1,1.0,139.0,22.0,18.0,0.1111111111111111,2.0,101.0,425.0,2.0,0.014285714285714285,80.0,6.0,247.0,335.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,140.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,5.0,10.0,1,2,1.0,complete,2
djangocms-rc-e3a23a7fc757,VALIDATION,4.417826894432608,1.3922166556920588,2.456457326526818,0.0,3.299964819899992,1.2211971940396837,0.9201068824268024,0.3617619591655438,0.25093925043771464,5.0,139.0,135.0,5.0,0.03571428571428571,4.417826894432608,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.6666666666666666,1.0,1.0,1.0067208142106203,0.0,0.0,1.0067208142106203,0.0,0.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,1.0,48.0,63.0,533.0,14.0,0.05477903391572456,14.0,7.614285714285714,13.0,0.37857142857142856,0,0.5,1.0,20.0,2.0,2.0,0.5,1.0,101.0,423.0,2.0,0.014285714285714285,80.0,6.0,247.0,332.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,1.0,0.0,0.0,139.0,0.0611915233123412,0.9499999999999998,1.0,142.0,0.0,0.0,0.0,3.0,5.0,10.0,1,3,1.0,complete,3
djangocms-rc-e429b4584a16,TRAIN,9.340209882768681,0.23757716330847245,9.080485342154875,5.256534730567908,9.174442648127922,7.076943793139371,0.9908264723721588,0.13198084025795706,0.02765597277887657,46.0,139.0,94.0,46.0,0.32857142857142857,9.340209882768681,0.43721449554731695,0.2,0.25,0.6666666666666666,0.2,0.25,0.6666666666666666,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,0.3333333333333333,0.4,0.8,6.007457343574065,6.7371012222091355,4.434547123750978,6.007457343574065,6.7371012222091355,4.434547123750978,10.0,10.0,25.0,10.0,10.0,25.0,46.0,1.0,66.0,15.0,532.0,14.0,0.05467625899280575,14.0,7.6,13.0,0.8,0,0.0,1.0,343.0,36.0,25.0,0.36,9.0,101.0,424.0,2.0,0.014285714285714285,80.0,6.0,247.0,333.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,1.0,0.0,0.0,139.0,0.0611915233123412,0.9499999999999998,1.0,177.66666666666666,0.0,0.0,0.10000000000000002,3.0,5.0,9.0,1,2,1.0,complete,2
djangocms-rc-e88032bf704c,TRAIN,11.34182317173271,0.6912193479401587,6.286081778688058,4.329730298308285,9.42616959140444,6.411975297311938,0.9731800885445292,0.1768850104036971,0.05328293320080741,19.0,142.0,9.0,134.0,0.9370629370629371,11.34182317173271,0.6182509431905713,0.5,0.6666666666666666,0.5384615384615384,0.5,0.6666666666666666,0.5384615384615384,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,7.0,0.6666666666666666,0.8,0.7,6.173109112889114,5.18311701209235,4.220178883972482,6.173109112889114,5.18311701209235,4.220178883972482,4.0,7.0,18.0,4.0,7.0,18.0,134.0,1.0,6.0,0.0,544.0,16.0,0.0535802225943071,12.0,7.608391608391608,11.0,0.9790209790209791,0,0.0,1.0,520.0,75.0,38.0,0.2894736842105263,11.0,103.0,439.0,2.0,0.013986013986013986,87.0,6.0,262.0,335.0,143.0,0.02097902097902098,0.03496503496503497,0.06993006993006994,1.3333333333333333,0.6666666666666666,0.0,141.0,0.08594344996605197,0.8416666666666667,2.0,329.3333333333333,0.0,0.0,0.0,3.0,5.0,10.0,1,2,1.0,complete,2
djangocms-rc-f2c367ddc7b1,TRAIN,7.710997080887973,0.2896610710166465,4.098761577027686,3.6746390805580007,6.410364889262328,4.630671136824228,0.9805761950132503,0.16652007566610033,0.039868418219202804,24.0,143.0,10.0,134.0,0.9305555555555556,7.710997080887973,0.5234547436588005,0.0,0.0,0.5384615384615384,0.0,0.0,0.5384615384615384,1.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.7,3.940749009985876,3.940749009985876,3.5933999975139916,3.940749009985876,3.940749009985876,3.5933999975139916,18.0,18.0,18.0,18.0,18.0,18.0,134.0,1.0,5.0,2.0,557.0,17.0,0.054098679098679096,13.0,7.736111111111111,12.0,0.9652777777777778,0,0.0,1.0,252.0,30.0,21.0,0.3333333333333333,7.0,104.0,446.0,2.0,0.013888888888888888,87.0,6.0,259.0,356.0,144.0,0.020833333333333332,0.034722222222222224,0.06944444444444445,4.333333333333333,40.666666666666664,0.0,99.0,0.316831287469603,0.7450413223140496,45.0,5561.666666666667,0.0,0.03333333333333333,0.1930846930846931,3.0,4.666666666666667,7.666666666666667,1,1,1.0,complete,1
djangocms-rc-ff6cb9b5dced,TRAIN,7.207132832427711,0.8209184514845482,5.5784875761908825,3.1523397497086747,6.390611596520586,4.75739302243162,0.9858676585010671,0.1514933241471811,0.08619021433913138,14.0,139.0,126.0,14.0,0.1,7.207132832427711,0.5626083460644622,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.8,4.193779400928586,4.193779400928586,2.264408841771822,4.193779400928586,4.193779400928586,2.264408841771822,12.0,13.0,13.0,12.0,13.0,13.0,14.0,1.0,60.0,47.0,524.0,14.0,0.053854059609455295,14.0,7.485714285714286,13.0,0.5285714285714286,0,0.0,1.0,70.0,8.0,8.0,0.5,4.0,101.0,431.0,2.0,0.014285714285714285,79.0,6.0,247.0,336.0,140.0,0.02142857142857143,0.03571428571428571,0.07142857142857142,1.0,0.0,0.0,139.0,0.0611915233123412,0.85,1.0,145.66666666666666,0.0,0.0,0.0,3.0,5.0,10.0,1,3,1.0,complete,3
